                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    143,                0.97935,                0.52594,                 1.1351,                0.99864,                      1,                  0.995,                0.76845,                0.86686,                0.35942,                  1.099,              0.0012016,              0.0012016,              0.0012016
                    144,                0.98669,                0.54444,                 1.1203,                0.99833,                      1,                  0.995,                0.76543,                0.86489,                 0.3731,                 1.0962,              0.0011983,              0.0011983,              0.0011983
                    145,                0.96165,                 0.5583,                 1.1205,                0.99805,                      1,                  0.995,                0.76963,                 0.8487,                0.35422,                 1.0878,               0.001195,               0.001195,               0.001195
                    146,                0.99116,                0.52769,                 1.1321,                0.99828,                      1,                  0.995,                0.78119,                0.84964,                0.34623,                 1.0848,              0.0011917,              0.0011917,              0.0011917
                    147,                 1.0159,                 0.5428,                 1.1131,                0.99876,                      1,                  0.995,                0.77729,                0.86482,                0.35155,                 1.0852,              0.0011884,              0.0011884,              0.0011884
                    148,                0.95324,                0.50334,                 1.0894,                0.99918,                      1,                  0.995,                0.79034,                0.83626,                0.35653,                 1.0757,              0.0011851,              0.0011851,              0.0011851
                    149,                0.93397,                0.52079,                 1.0962,                0.99917,                      1,                  0.995,                0.78274,                0.84087,                  0.364,                 1.0796,              0.0011818,              0.0011818,              0.0011818
                    150,                0.92668,                0.49269,                 1.0862,                0.99869,                      1,                  0.995,                0.77839,                0.84658,                0.35701,                 1.0851,              0.0011785,              0.0011785,              0.0011785
                    151,                0.95112,                0.52314,                 1.0857,                0.99844,                      1,                  0.995,                 0.7733,                0.87723,                0.36544,                 1.1032,              0.0011752,              0.0011752,              0.0011752
                    152,                0.92776,                0.51011,                 1.1193,                0.99857,                      1,                  0.995,                0.77673,                0.84456,                0.36608,                 1.0865,              0.0011719,              0.0011719,              0.0011719
                    153,                0.96217,                0.53063,                 1.0787,                 0.9987,                      1,                  0.995,                 0.7715,                0.85064,                 0.3803,                 1.0898,              0.0011686,              0.0011686,              0.0011686
                    154,                0.94989,                0.52536,                 1.1133,                0.99905,                      1,                  0.995,                 0.7825,                0.85411,                0.37363,                 1.0865,              0.0011653,              0.0011653,              0.0011653
                    155,                0.91324,                0.50655,                 1.1009,                0.99886,                      1,                  0.995,                0.78159,                0.84193,                0.36995,                 1.0825,               0.001162,               0.001162,               0.001162
                    156,                0.90153,                0.50325,                 1.0825,                0.99897,                      1,                  0.995,                 0.7815,                0.81322,                0.37095,                 1.0708,              0.0011587,              0.0011587,              0.0011587
                    157,                0.92015,                0.52563,                 1.1338,                0.99865,                      1,                  0.995,                0.78618,                0.81685,                0.35973,                 1.0762,              0.0011554,              0.0011554,              0.0011554
                    158,                0.94661,                0.51438,                  1.095,                0.99902,                      1,                  0.995,                 0.7758,                 0.8242,                0.35849,                 1.0773,              0.0011521,              0.0011521,              0.0011521
                    159,                 1.0142,                0.53582,                 1.1481,                0.99872,                      1,                  0.995,                0.77468,                0.82022,                 0.3635,                 1.0795,              0.0011488,              0.0011488,              0.0011488
                    160,                0.92426,                0.48425,                 1.0926,                0.99882,                      1,                  0.995,                0.78636,                0.81511,                0.36515,                 1.0721,              0.0011455,              0.0011455,              0.0011455
                    161,                0.93774,                0.49929,                 1.0856,                0.99865,                      1,                  0.995,                0.79826,                0.78651,                0.33694,                 1.0641,              0.0011422,              0.0011422,              0.0011422
                    162,                0.90845,                 0.4859,                 1.1095,                0.99843,                      1,                  0.995,                0.79809,                0.81135,                0.34351,                 1.0763,              0.0011389,              0.0011389,              0.0011389
                    163,                0.95378,                0.51047,                 1.1211,                0.99874,                      1,                  0.995,                0.79295,                0.82629,                0.34996,                 1.0796,              0.0011356,              0.0011356,              0.0011356
                    164,                0.96194,                0.51474,                 1.1037,                0.99913,                      1,                  0.995,                0.78629,                0.84667,                0.34912,                  1.081,              0.0011323,              0.0011323,              0.0011323
                    165,                0.98023,                0.51403,                  1.115,                  0.999,                      1,                  0.995,                0.80077,                0.83932,                0.35761,                 1.0801,               0.001129,               0.001129,               0.001129
                    166,                0.93188,                0.51818,                 1.0882,                0.99601,                0.99982,                  0.995,                0.79802,                0.82235,                0.34904,                 1.0757,              0.0011257,              0.0011257,              0.0011257
                    167,                0.95198,                0.50699,                  1.085,                0.99858,                      1,                  0.995,                 0.7899,                0.83545,                0.34246,                 1.0861,              0.0011224,              0.0011224,              0.0011224
                    168,                0.87872,                0.47492,                 1.0642,                0.99856,                      1,                  0.995,                0.78984,                0.83712,                0.35134,                 1.0853,              0.0011191,              0.0011191,              0.0011191
                    169,                0.95172,                0.51849,                 1.1074,                0.99898,                      1,                  0.995,                0.78991,                0.82288,                0.34809,                 1.0772,              0.0011158,              0.0011158,              0.0011158
                    170,                0.93722,                0.52711,                 1.1001,                0.99905,                      1,                  0.995,                0.79606,                0.81398,                0.33885,                 1.0717,              0.0011125,              0.0011125,              0.0011125
                    171,                0.86889,                0.45205,                 1.0873,                0.99888,                      1,                  0.995,                0.79679,                0.80379,                0.33535,                 1.0624,              0.0011092,              0.0011092,              0.0011092
                    172,                0.89457,                0.52809,                 1.0784,                0.99885,                      1,                  0.995,                 0.8032,                0.78747,                0.33519,                  1.055,              0.0011059,              0.0011059,              0.0011059
                    173,                0.89121,                0.49366,                 1.0863,                0.99887,                      1,                  0.995,                0.79425,                0.80092,                0.33787,                 1.0634,              0.0011026,              0.0011026,              0.0011026
                    174,                0.85907,                0.47926,                 1.0769,                0.99885,                      1,                  0.995,                 0.7978,                0.79596,                0.34112,                 1.0512,              0.0010993,              0.0010993,              0.0010993
                    175,                0.90311,                0.49604,                 1.0675,                0.99908,                      1,                  0.995,                0.79575,                0.78758,                0.32858,                 1.0501,               0.001096,               0.001096,               0.001096
                    176,                0.94908,                0.51948,                  1.111,                0.99905,                      1,                  0.995,                0.80139,                0.76741,                0.32103,                 1.0453,              0.0010927,              0.0010927,              0.0010927
                    177,                0.88066,                0.49573,                 1.0677,                0.99905,                      1,                  0.995,                 0.8028,                0.76393,                0.32236,                  1.041,              0.0010894,              0.0010894,              0.0010894
                    178,                0.90322,                0.48907,                 1.1173,                0.99735,                      1,                  0.995,                0.80389,                0.78643,                0.33102,                  1.048,              0.0010861,              0.0010861,              0.0010861
                    179,                0.97093,                0.52611,                 1.0777,                0.99851,                      1,                  0.995,                0.79284,                0.82478,                 0.3382,                 1.0659,              0.0010828,              0.0010828,              0.0010828
                    180,                0.91314,                0.48113,                 1.0861,                0.99871,                      1,                  0.995,                0.80276,                0.76724,                0.33014,                  1.043,              0.0010795,              0.0010795,              0.0010795
                    181,                0.89142,                0.47161,                  1.061,                0.99829,                      1,                  0.995,                0.79053,                0.78723,                0.33362,                 1.0562,              0.0010762,              0.0010762,              0.0010762
                    182,                0.91883,                0.48911,                 1.0614,                0.99868,                      1,                  0.995,                0.78396,                 0.7968,                0.33661,                 1.0536,              0.0010729,              0.0010729,              0.0010729
                    183,                0.95675,                0.51057,                 1.1368,                0.99892,                      1,                  0.995,                0.78999,                0.79532,                0.34439,                 1.0549,              0.0010696,              0.0010696,              0.0010696
                    184,                0.90356,                0.48242,                 1.0862,                0.99897,                      1,                  0.995,                0.80261,                 0.7745,                0.33771,                 1.0462,              0.0010663,              0.0010663,              0.0010663
                    185,                0.84957,                0.46828,                 1.0589,                0.99873,                      1,                  0.995,                0.79703,                0.78448,                0.34316,                 1.0534,               0.001063,               0.001063,               0.001063
                    186,                0.91897,                0.52998,                 1.0905,                0.99818,                      1,                  0.995,                0.79456,                0.80999,                0.34349,                 1.0698,              0.0010597,              0.0010597,              0.0010597
                    187,                0.95119,                0.51464,                 1.1189,                0.99863,                      1,                  0.995,                0.79029,                0.80786,                0.33465,                 1.0658,              0.0010564,              0.0010564,              0.0010564
                    188,                0.92719,                 0.5209,                 1.0959,                0.99878,                      1,                  0.995,                0.77958,                0.79846,                0.32416,                 1.0601,              0.0010531,              0.0010531,              0.0010531
                    189,                0.91596,                0.51462,                 1.1156,                0.99839,                      1,                  0.995,                0.80373,                0.79155,                0.32331,                  1.052,              0.0010498,              0.0010498,              0.0010498
                    190,                0.87106,                0.46556,                 1.0846,                 0.9985,                      1,                  0.995,                0.79536,                0.82701,                0.33167,                 1.0655,              0.0010465,              0.0010465,              0.0010465
                    191,                0.95273,                0.50552,                 1.0851,                0.99871,                      1,                  0.995,                0.78026,                0.87697,                0.35079,                 1.0875,              0.0010432,              0.0010432,              0.0010432
                    192,                0.92604,                0.51943,                 1.1059,                0.99845,                      1,                  0.995,                0.79913,                0.80231,                0.34062,                 1.0547,              0.0010399,              0.0010399,              0.0010399
                    193,                0.91347,                 0.4741,                 1.1062,                0.99856,                      1,                  0.995,                0.80295,                0.79092,                0.33256,                 1.0546,              0.0010366,              0.0010366,              0.0010366
                    194,                0.95469,                0.49632,                 1.1089,                0.99901,                      1,                  0.995,                0.80227,                0.78515,                0.32252,                 1.0472,              0.0010333,              0.0010333,              0.0010333
                    195,                0.87329,                0.47947,                 1.0693,                0.99871,                      1,                  0.995,                  0.798,                0.81355,                0.32319,                  1.064,                0.00103,                0.00103,                0.00103
                    196,                0.88611,                0.43736,                 1.0577,                0.99832,                      1,                  0.995,                0.81108,                0.76878,                0.32729,                 1.0489,              0.0010267,              0.0010267,              0.0010267
                    197,                0.93468,                0.46477,                 1.0873,                 0.9981,                      1,                  0.995,                0.81362,                0.76691,                0.32205,                 1.0414,              0.0010234,              0.0010234,              0.0010234
                    198,                0.93276,                0.49007,                 1.0864,                0.99847,                      1,                  0.995,                0.79774,                0.81176,                0.33557,                  1.061,              0.0010201,              0.0010201,              0.0010201
                    199,                0.89906,                0.46643,                 1.0892,                0.99856,                      1,                  0.995,                0.80101,                 0.8212,                0.34214,                 1.0658,              0.0010168,              0.0010168,              0.0010168
                    200,                 0.9556,                0.48882,                 1.0771,                0.99877,                      1,                  0.995,                0.80781,                0.83417,                0.33741,                 1.0691,              0.0010135,              0.0010135,              0.0010135
                    201,                 0.8644,                0.46958,                  1.078,                0.99884,                      1,                  0.995,                0.80798,                0.79237,                0.32082,                 1.0563,              0.0010102,              0.0010102,              0.0010102
                    202,                0.90001,                0.45261,                 1.0661,                0.99869,                      1,                  0.995,                 0.7996,                0.80393,                0.32795,                 1.0688,              0.0010069,              0.0010069,              0.0010069
                    203,                0.90725,                 0.4764,                  1.103,                0.99903,                      1,                  0.995,                0.80964,                0.76971,                0.31778,                  1.054,              0.0010036,              0.0010036,              0.0010036
                    204,                0.86304,                0.47605,                 1.0493,                0.99879,                      1,                  0.995,                0.80877,                0.75052,                0.31687,                 1.0464,              0.0010003,              0.0010003,              0.0010003
                    205,                0.83987,                0.48308,                 1.0686,                0.99886,                      1,                  0.995,                0.79757,                0.78482,                0.33594,                 1.0531,             0.00099697,             0.00099697,             0.00099697
                    206,                0.90055,                0.46922,                 1.0883,                0.99903,                      1,                  0.995,                0.80053,                0.79945,                0.32313,                 1.0561,             0.00099367,             0.00099367,             0.00099367
                    207,                0.85582,                0.45826,                 1.0731,                0.99876,                      1,                  0.995,                0.79853,                0.77487,                0.31843,                 1.0455,             0.00099036,             0.00099036,             0.00099036
                    208,                 0.8335,                0.42724,                 1.0555,                0.99855,                      1,                  0.995,                 0.7973,                0.76757,                0.33758,                 1.0451,             0.00098706,             0.00098706,             0.00098706
                    209,                0.90768,                 0.4871,                 1.0618,                0.99847,                      1,                  0.995,                0.80981,                0.74305,                0.33358,                 1.0329,             0.00098376,             0.00098376,             0.00098376
                    210,                0.85056,                0.46045,                 1.0494,                0.99861,                      1,                  0.995,                0.82025,                0.73286,                0.31886,                  1.028,             0.00098046,             0.00098046,             0.00098046
                    211,                0.84724,                0.46269,                 1.0364,                0.99881,                      1,                  0.995,                0.81929,                0.72869,                0.30637,                 1.0285,             0.00097716,             0.00097716,             0.00097716
                    212,                0.83227,                0.46933,                 1.0396,                0.99917,                      1,                  0.995,                0.81977,                0.73516,                0.31322,                  1.023,             0.00097386,             0.00097386,             0.00097386
                    213,                0.89696,                0.44941,                 1.0964,                0.99894,                      1,                  0.995,                0.80372,                0.78537,                0.33532,                 1.0407,             0.00097056,             0.00097056,             0.00097056
                    214,                0.83349,                0.44282,                 1.0527,                0.99887,                      1,                  0.995,                0.80694,                0.79567,                0.33886,                 1.0454,             0.00096726,             0.00096726,             0.00096726
                    215,                0.91461,                0.49862,                 1.0914,                0.99892,                      1,                  0.995,                0.80853,                0.76393,                0.33324,                 1.0326,             0.00096396,             0.00096396,             0.00096396
                    216,                0.90469,                 0.4748,                 1.0983,                0.99887,                      1,                  0.995,                0.81911,                0.74029,                0.31106,                 1.0271,             0.00096066,             0.00096066,             0.00096066
                    217,                0.87387,                0.45766,                 1.0694,                0.99886,                      1,                  0.995,                0.82135,                0.73187,                0.30094,                 1.0275,             0.00095736,             0.00095736,             0.00095736
                    218,                0.89511,                0.47767,                 1.0847,                0.99903,                      1,                  0.995,                0.81636,                0.75293,                0.32515,                 1.0326,             0.00095406,             0.00095406,             0.00095406
                    219,                0.90772,                0.46236,                 1.0712,                0.99887,                      1,                  0.995,                0.81504,                0.75602,                0.31753,                 1.0367,             0.00095076,             0.00095076,             0.00095076
                    220,                0.82843,                0.45358,                 1.0801,                0.99877,                      1,                  0.995,                 0.8092,                0.74158,                0.30629,                 1.0363,             0.00094746,             0.00094746,             0.00094746
                    221,                0.88733,                0.47831,                 1.0793,                0.99864,                      1,                  0.995,                 0.8211,                  0.719,                0.32427,                 1.0217,             0.00094416,             0.00094416,             0.00094416
                    222,                 0.8779,                0.48991,                 1.0776,                0.99857,                      1,                  0.995,                0.80384,                0.78274,                  0.334,                 1.0377,             0.00094085,             0.00094085,             0.00094085
                    223,                0.91711,                0.46754,                 1.0899,                0.99863,                      1,                  0.995,                0.80623,                 0.7664,                0.31368,                 1.0319,             0.00093755,             0.00093755,             0.00093755
                    224,                0.84239,                0.43798,                 1.0517,                0.99882,                      1,                  0.995,                0.81767,                 0.7357,                0.31333,                 1.0235,             0.00093425,             0.00093425,             0.00093425
                    225,                0.79349,                0.44073,                  1.058,                0.99881,                      1,                  0.995,                0.82273,                 0.7361,                0.32745,                 1.0271,             0.00093095,             0.00093095,             0.00093095
                    226,                0.82105,                0.43347,                 1.0479,                0.99882,                      1,                  0.995,                0.82682,                0.71901,                 0.3052,                 1.0178,             0.00092765,             0.00092765,             0.00092765
                    227,                0.83103,                0.46031,                 1.0411,                 0.9987,                      1,                  0.995,                 0.8232,                0.70958,                0.30118,                 1.0115,             0.00092435,             0.00092435,             0.00092435
                    228,                 0.8045,                0.42579,                 1.0298,                0.99879,                      1,                  0.995,                0.83084,                0.68966,                0.28965,                 1.0017,             0.00092105,             0.00092105,             0.00092105
                    229,                0.86402,                0.44315,                 1.0501,                0.99883,                      1,                  0.995,                 0.8301,                0.70595,                0.30075,                 1.0061,             0.00091775,             0.00091775,             0.00091775
                    230,                0.84533,                0.46431,                 1.0585,                0.99892,                      1,                  0.995,                0.83302,                0.70556,                0.31149,                 1.0064,             0.00091445,             0.00091445,             0.00091445
                    231,                0.85457,                0.45148,                 1.0556,                0.99892,                      1,                  0.995,                 0.8336,                0.70912,                0.31085,                 1.0116,             0.00091115,             0.00091115,             0.00091115
                    232,                0.86869,                0.47951,                  1.068,                0.99889,                      1,                  0.995,                0.82542,                0.69901,                0.30718,                 1.0113,             0.00090785,             0.00090785,             0.00090785
                    233,                0.82332,                0.43101,                 1.0539,                0.99899,                      1,                  0.995,                0.82847,                0.70144,                 0.2983,                 1.0098,             0.00090455,             0.00090455,             0.00090455
                    234,                0.83179,                0.46883,                 1.0592,                0.99907,                      1,                  0.995,                 0.8294,                0.70699,                0.30408,                 1.0157,             0.00090125,             0.00090125,             0.00090125
                    235,                0.81108,                0.42841,                   1.04,                0.99908,                      1,                  0.995,                0.82169,                0.71653,                0.29961,                  1.011,             0.00089795,             0.00089795,             0.00089795
                    236,                0.83297,                0.43934,                  1.074,                0.99912,                      1,                  0.995,                0.82562,                0.70215,                0.29782,                 1.0015,             0.00089465,             0.00089465,             0.00089465
                    237,                0.80933,                0.44392,                 1.0282,                0.99909,                      1,                  0.995,                0.83014,                0.68286,                0.28435,                0.99494,             0.00089134,             0.00089134,             0.00089134
                    238,                 0.8673,                0.43309,                 1.0683,                0.99904,                      1,                  0.995,                0.82746,                 0.7161,                0.29529,                 1.0073,             0.00088804,             0.00088804,             0.00088804
                    239,                0.83799,                0.44608,                 1.0564,                0.99894,                      1,                  0.995,                 0.8222,                0.72479,                0.30289,                 1.0084,             0.00088474,             0.00088474,             0.00088474
                    240,                0.82018,                0.43201,                 1.0264,                0.99896,                      1,                  0.995,                0.81522,                0.73739,                0.29208,                  1.017,             0.00088144,             0.00088144,             0.00088144
                    241,                0.78682,                0.43151,                 1.0102,                0.99898,                      1,                  0.995,                0.82365,                0.72413,                0.28577,                 1.0182,             0.00087814,             0.00087814,             0.00087814
                    242,                0.76941,                0.42895,                 1.0395,                0.99893,                      1,                  0.995,                0.83394,                0.70357,                0.28662,                 1.0061,             0.00087484,             0.00087484,             0.00087484
                    243,                0.81859,                0.43858,                 1.0507,                0.99891,                      1,                  0.995,                0.82466,                0.73625,                0.29572,                 1.0131,             0.00087154,             0.00087154,             0.00087154
                    244,                0.91249,                0.48884,                 1.0723,                0.99896,                      1,                  0.995,                0.83444,                 0.7209,                0.30393,                 1.0079,             0.00086824,             0.00086824,             0.00086824
                    245,                0.81695,                0.42557,                 1.0395,                 0.9989,                      1,                  0.995,                0.83077,                0.71815,                0.30506,                 1.0073,             0.00086494,             0.00086494,             0.00086494
                    246,                0.83738,                0.45114,                 1.0306,                0.99897,                      1,                  0.995,                0.83525,                0.71111,                0.29514,                 1.0035,             0.00086164,             0.00086164,             0.00086164
                    247,                0.80445,                 0.4526,                 1.0617,                0.99897,                      1,                  0.995,                0.83846,                0.69791,                0.29209,                0.99499,             0.00085834,             0.00085834,             0.00085834
                    248,                 0.8669,                0.45205,                 1.0617,                0.99912,                      1,                  0.995,                0.82976,                0.71641,                0.31211,                 1.0074,             0.00085504,             0.00085504,             0.00085504
                    249,                0.82521,                0.46277,                 1.0419,                0.99891,                      1,                  0.995,                0.84226,                0.69255,                0.30523,                0.99527,             0.00085174,             0.00085174,             0.00085174
                    250,                0.78873,                0.41528,                 1.0268,                0.99887,                      1,                  0.995,                0.85065,                0.68737,                0.29072,                0.99547,             0.00084844,             0.00084844,             0.00084844
                    251,                0.75277,                0.40102,                  1.011,                0.99881,                      1,                  0.995,                0.84432,                0.67099,                0.29192,                 0.9914,             0.00084514,             0.00084514,             0.00084514
                    252,                0.77986,                0.44063,                  1.046,                  0.999,                      1,                  0.995,                0.84884,                 0.6729,                 0.2909,                0.99277,             0.00084184,             0.00084184,             0.00084184
                    253,                0.78728,                0.41377,                 1.0256,                0.99915,                      1,                  0.995,                0.84454,                  0.665,                  0.286,                0.98978,             0.00083853,             0.00083853,             0.00083853
                    254,                0.75296,                0.40523,                 1.0244,                0.99915,                      1,                  0.995,                0.85514,                 0.6532,                0.28278,                0.98238,             0.00083523,             0.00083523,             0.00083523
                    255,                0.80794,                0.43405,                 1.0547,                0.99913,                      1,                  0.995,                0.84261,                0.66694,                0.28048,                0.98793,             0.00083193,             0.00083193,             0.00083193
                    256,                0.75689,                0.40926,                 1.0231,                0.99905,                      1,                  0.995,                0.85508,                0.65279,                0.27935,                 0.9852,             0.00082863,             0.00082863,             0.00082863
                    257,                0.84108,                0.41279,                 1.0438,                0.99892,                      1,                  0.995,                0.83899,                 0.6863,                0.29432,                0.99559,             0.00082533,             0.00082533,             0.00082533
                    258,                 0.8119,                0.42554,                 1.0294,                0.99911,                      1,                  0.995,                0.85242,                0.66337,                0.28402,                0.99119,             0.00082203,             0.00082203,             0.00082203
                    259,                0.79478,                0.40649,                 1.0174,                0.99914,                      1,                  0.995,                0.85104,                0.65701,                0.27682,                0.98866,             0.00081873,             0.00081873,             0.00081873
                    260,                0.79137,                0.41019,                 1.0355,                 0.9991,                      1,                  0.995,                0.84611,                0.64787,                0.26999,                0.98157,             0.00081543,             0.00081543,             0.00081543
                    261,                0.75781,                0.39605,                 1.0107,                0.99885,                      1,                  0.995,                 0.8454,                0.64478,                0.27987,                0.97662,             0.00081213,             0.00081213,             0.00081213
                    262,                0.76358,                0.40616,                 1.0109,                  0.999,                      1,                  0.995,                0.83845,                0.64963,                0.28216,                0.97681,             0.00080883,             0.00080883,             0.00080883
                    263,                0.77556,                0.43914,                 1.0443,                0.99918,                      1,                  0.995,                0.84409,                0.63041,                0.27759,                0.96852,             0.00080553,             0.00080553,             0.00080553
                    264,                0.75498,                0.39589,                 1.0176,                0.99901,                      1,                  0.995,                0.85034,                0.63034,                0.27907,                0.96695,             0.00080223,             0.00080223,             0.00080223
                    265,                0.73128,                0.39165,                0.99186,                0.99904,                      1,                  0.995,                0.84994,                0.64417,                0.28732,                0.97277,             0.00079893,             0.00079893,             0.00079893
                    266,                0.78395,                0.42418,                 1.0356,                0.99805,                      1,                  0.995,                0.85225,                0.64527,                0.29332,                 0.9753,             0.00079563,             0.00079563,             0.00079563
                    267,                0.78395,                0.41671,                 1.0216,                0.99274,                      1,                  0.995,                0.84271,                0.66076,                0.29424,                0.98257,             0.00079233,             0.00079233,             0.00079233
                    268,                0.78195,                0.40188,                   1.02,                0.99868,                      1,                  0.995,                0.84249,                0.66824,                0.30019,                0.98978,             0.00078902,             0.00078902,             0.00078902
                    269,                0.81791,                 0.4704,                 1.0504,                0.99858,                      1,                  0.995,                0.84995,                0.66427,                0.30159,                 0.9817,             0.00078572,             0.00078572,             0.00078572
                    270,                0.78987,                0.45215,                 1.0247,                0.99914,                      1,                  0.995,                0.84051,                0.66143,                0.28807,                 0.9813,             0.00078242,             0.00078242,             0.00078242
                    271,                0.79946,                0.45526,                 1.0467,                0.99282,                      1,                  0.995,                0.85227,                0.63414,                0.27833,                0.96858,             0.00077912,             0.00077912,             0.00077912
                    272,                0.78772,                0.46261,                 1.0186,                0.99267,                      1,                  0.995,                0.84733,                0.66592,                0.29106,                0.98055,             0.00077582,             0.00077582,             0.00077582
                    273,                0.72672,                0.41824,                  1.013,                 0.9972,                      1,                  0.995,                0.83666,                0.68371,                0.28851,                 0.9901,             0.00077252,             0.00077252,             0.00077252
                    274,                0.80473,                0.42312,                 1.0406,                 0.9987,                      1,                  0.995,                0.83458,                0.65894,                0.28652,                0.97584,             0.00076922,             0.00076922,             0.00076922
                    275,                0.79193,                0.44175,                 1.0365,                0.99845,                      1,                  0.995,                0.83734,                0.62978,                0.27739,                0.96786,             0.00076592,             0.00076592,             0.00076592
                    276,                0.80508,                0.44431,                  1.043,                0.99846,                      1,                  0.995,                0.82788,                0.67716,                0.28467,                0.98294,             0.00076262,             0.00076262,             0.00076262
                    277,                0.80672,                0.45491,                 1.0566,                0.99867,                      1,                  0.995,                 0.8229,                0.67983,                0.29301,                0.98416,             0.00075932,             0.00075932,             0.00075932
                    278,                0.77432,                  0.402,                  1.036,                 0.9991,                      1,                  0.995,                0.83847,                 0.6468,                 0.2825,                0.97649,             0.00075602,             0.00075602,             0.00075602
                    279,                0.86508,                 0.4421,                 1.0494,                0.99898,                      1,                  0.995,                0.84206,                0.64299,                0.28015,                0.97871,             0.00075272,             0.00075272,             0.00075272
                    280,                0.76347,                0.43265,                 1.0217,                  0.999,                      1,                  0.995,                0.83933,                 0.6338,                0.27265,                0.97528,             0.00074942,             0.00074942,             0.00074942
                    281,                 0.7519,                0.38924,                  1.013,                0.99915,                      1,                  0.995,                0.84005,                0.63543,                0.26755,                0.97305,             0.00074612,             0.00074612,             0.00074612
                    282,                0.80466,                0.43963,                 1.0684,                0.99904,                      1,                  0.995,                  0.849,                0.64329,                  0.275,                0.97598,             0.00074282,             0.00074282,             0.00074282
                    283,                0.77136,                0.43816,                 1.0414,                0.99887,                      1,                  0.995,                0.84564,                0.62472,                0.27014,                 0.9729,             0.00073951,             0.00073951,             0.00073951
                    284,                0.77579,                0.41538,                 1.0245,                0.99875,                      1,                  0.995,                 0.8577,                0.63677,                0.27518,                0.97418,             0.00073621,             0.00073621,             0.00073621
                    285,                0.77673,                0.41828,                 1.0594,                0.99884,                      1,                  0.995,                0.86687,                 0.6254,                0.27371,                0.96863,             0.00073291,             0.00073291,             0.00073291
                    286,                0.79044,                 0.4007,                0.99861,                0.99897,                      1,                  0.995,                0.86938,                0.61819,                0.27449,                0.96435,             0.00072961,             0.00072961,             0.00072961
                    287,                0.77764,                0.40246,                 1.0327,                0.99912,                      1,                  0.995,                 0.8736,                0.61586,                0.28033,                0.97209,             0.00072631,             0.00072631,             0.00072631
                    288,                0.78138,                0.42046,                 1.0528,                0.99914,                      1,                  0.995,                 0.8699,                0.60191,                0.26603,                0.96807,             0.00072301,             0.00072301,             0.00072301
                    289,                 0.7529,                0.39285,                 1.0127,                 0.9991,                      1,                  0.995,                0.86869,                0.59959,                0.25816,                0.96699,             0.00071971,             0.00071971,             0.00071971
                    290,                0.75212,                 0.3887,                 1.0056,                0.99918,                      1,                  0.995,                0.86977,                0.58415,                0.25251,                0.96347,             0.00071641,             0.00071641,             0.00071641
                    291,                0.76703,                0.40482,                 1.0225,                0.99909,                      1,                  0.995,                0.86349,                0.58892,                0.25925,                0.95896,             0.00071311,             0.00071311,             0.00071311
                    292,                0.75846,                0.42007,                0.99679,                0.99889,                      1,                  0.995,                0.85737,                0.58865,                0.25761,                0.95594,             0.00070981,             0.00070981,             0.00070981
                    293,                 0.6889,                0.37891,                 1.0032,                0.99879,                      1,                  0.995,                0.86026,                0.60511,                0.26249,                 0.9644,             0.00070651,             0.00070651,             0.00070651
                    294,                 0.7677,                 0.3991,                 1.0137,                 0.9989,                      1,                  0.995,                0.85935,                0.59392,                0.25848,                0.96284,             0.00070321,             0.00070321,             0.00070321
                    295,                0.77581,                0.40469,                 1.0379,                0.99897,                      1,                  0.995,                  0.859,                0.62678,                0.27358,                0.97302,             0.00069991,             0.00069991,             0.00069991
                    296,                0.75846,                0.39851,                 1.0325,                0.99907,                      1,                  0.995,                0.84745,                0.64808,                0.27831,                0.97676,             0.00069661,             0.00069661,             0.00069661
                    297,                0.75813,                0.39437,                 1.0277,                0.99912,                      1,                  0.995,                0.86258,                0.60442,                0.26818,                0.95929,             0.00069331,             0.00069331,             0.00069331
                    298,                0.72091,                0.39967,                0.99182,                0.99902,                      1,                  0.995,                0.87102,                0.58498,                0.26247,                0.95109,                0.00069,                0.00069,                0.00069
                    299,                0.72957,                0.38277,                0.99272,                  0.999,                      1,                  0.995,                0.86506,                0.59313,                0.26094,                0.95793,              0.0006867,              0.0006867,              0.0006867
                    300,                0.74078,                0.38058,                 1.0001,                0.99888,                      1,                  0.995,                0.85684,                0.60319,                0.26497,                0.96239,              0.0006834,              0.0006834,              0.0006834
                    301,                0.73188,                0.37855,                0.97021,                  0.999,                      1,                  0.995,                0.86143,                0.59338,                0.26064,                0.95364,              0.0006801,              0.0006801,              0.0006801
                    302,                0.74435,                0.39774,                 1.0202,                0.99895,                      1,                  0.995,                0.86152,                0.62983,                0.27101,                0.96593,              0.0006768,              0.0006768,              0.0006768
                    303,                0.74848,                0.39766,                 1.0162,                0.99903,                      1,                  0.995,                0.86264,                0.60901,                0.26744,                0.95662,              0.0006735,              0.0006735,              0.0006735
                    304,                0.72438,                0.40373,                 1.0087,                0.99897,                      1,                  0.995,                0.87607,                0.56813,                0.26021,                0.94543,              0.0006702,              0.0006702,              0.0006702
                    305,                0.73198,                0.40848,                 1.0183,                0.99906,                      1,                  0.995,                0.87841,                0.55508,                0.25973,                0.94191,              0.0006669,              0.0006669,              0.0006669
