                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    471,                0.53213,                0.29328,                0.93812,                0.99918,                      1,                  0.995,                0.95683,                0.33765,                0.17991,                0.84021,             0.00011899,             0.00011899,             0.00011899
                    472,                0.53354,                0.28117,                0.92099,                0.99918,                      1,                  0.995,                0.95589,                0.33823,                0.17881,                0.83913,             0.00011569,             0.00011569,             0.00011569
                    473,                0.54315,                0.30269,                0.93363,                0.99918,                      1,                  0.995,                0.95399,                0.34819,                 0.1814,                0.84063,             0.00011239,             0.00011239,             0.00011239
                    474,                0.48226,                0.26985,                0.90938,                0.99919,                      1,                  0.995,                0.95522,                 0.3459,                0.18018,                0.84026,             0.00010909,             0.00010909,             0.00010909
                    475,                0.51523,                0.28433,                0.91945,                0.99918,                      1,                  0.995,                0.95841,                0.33828,                0.17753,                0.83798,             0.00010579,             0.00010579,             0.00010579
                    476,                0.51025,                0.29029,                0.92612,                0.99917,                      1,                  0.995,                0.96073,                 0.3377,                0.17618,                0.83767,             0.00010249,             0.00010249,             0.00010249
                    477,                0.55452,                0.30462,                0.94806,                0.99917,                      1,                  0.995,                0.95706,                0.34017,                0.17694,                0.83849,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    478,                0.53758,                0.28486,                   0.94,                0.99918,                      1,                  0.995,                0.95757,                0.33385,                0.17618,                0.83648,             9.5886e-05,             9.5886e-05,             9.5886e-05
                    479,                 0.5383,                0.28549,                0.92878,                0.99918,                      1,                  0.995,                0.95713,                0.32838,                0.17344,                0.83489,             9.2585e-05,             9.2585e-05,             9.2585e-05
                    480,                0.54344,                0.28564,                 0.9541,                0.99918,                      1,                  0.995,                0.95865,                0.32749,                0.17348,                0.83467,             8.9285e-05,             8.9285e-05,             8.9285e-05
                    481,                0.49671,                0.28464,                 0.9257,                0.99919,                      1,                  0.995,                0.95983,                0.32989,                0.17347,                 0.8356,             8.5984e-05,             8.5984e-05,             8.5984e-05
                    482,                0.51545,                0.30054,                0.91419,                0.99921,                      1,                  0.995,                0.95915,                0.32867,                0.17374,                0.83634,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    483,                0.49316,                0.28623,                0.92202,                0.99918,                      1,                  0.995,                 0.9614,                0.32794,                0.17393,                0.83611,             7.9383e-05,             7.9383e-05,             7.9383e-05
                    484,                0.50975,                0.27539,                0.91997,                0.99919,                      1,                  0.995,                0.95989,                0.32681,                0.17221,                 0.8358,             7.6082e-05,             7.6082e-05,             7.6082e-05
                    485,                0.49581,                0.28939,                0.94476,                0.99919,                      1,                  0.995,                0.95864,                 0.3279,                0.17233,                0.83598,             7.2781e-05,             7.2781e-05,             7.2781e-05
                    486,                0.50731,                0.29111,                0.92986,                0.99917,                      1,                  0.995,                0.95879,                0.33028,                0.17287,                0.83615,             6.9481e-05,             6.9481e-05,             6.9481e-05
                    487,                0.55856,                 0.3058,                0.93126,                0.99916,                      1,                  0.995,                0.95797,                0.32917,                0.17442,                0.83532,              6.618e-05,              6.618e-05,              6.618e-05
                    488,                0.50216,                  0.285,                0.92253,                0.99918,                      1,                  0.995,                0.95654,                0.33044,                 0.1731,                0.83532,             6.2879e-05,             6.2879e-05,             6.2879e-05
                    489,                0.50831,                0.28556,                0.94324,                 0.9992,                      1,                  0.995,                0.95496,                0.33201,                 0.1744,                0.83561,             5.9579e-05,             5.9579e-05,             5.9579e-05
                    490,                0.51397,                0.29203,                0.92189,                 0.9992,                      1,                  0.995,                0.95543,                0.33292,                0.17453,                0.83594,             5.6278e-05,             5.6278e-05,             5.6278e-05
                    491,                0.40882,                0.20895,                0.85858,                0.99918,                      1,                  0.995,                0.95461,                0.33665,                0.17554,                0.83817,             5.2977e-05,             5.2977e-05,             5.2977e-05
                    492,                0.42512,                0.22345,                0.86241,                0.99918,                      1,                  0.995,                0.95727,                0.34165,                0.17862,                0.84019,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    493,                0.44584,                0.22043,                0.87205,                0.99916,                      1,                  0.995,                0.95521,                0.34579,                0.17991,                0.84168,             4.6376e-05,             4.6376e-05,             4.6376e-05
                    494,                0.41694,                0.20903,                0.87737,                0.99915,                      1,                  0.995,                0.95138,                0.34902,                 0.1823,                0.84295,             4.3075e-05,             4.3075e-05,             4.3075e-05
                    495,                0.41805,                0.21667,                0.88249,                0.99913,                      1,                  0.995,                0.94766,                 0.3512,                0.18141,                0.84299,             3.9775e-05,             3.9775e-05,             3.9775e-05
                    496,                0.45273,                0.21996,                0.87023,                0.99911,                      1,                  0.995,                0.94763,                0.35111,                0.18052,                0.84245,             3.6474e-05,             3.6474e-05,             3.6474e-05
                    497,                0.43042,                0.22449,                0.88633,                0.99907,                      1,                  0.995,                0.94751,                0.35146,                0.18104,                0.84225,             3.3173e-05,             3.3173e-05,             3.3173e-05
                    498,                0.42032,                0.21487,                0.88067,                0.99908,                      1,                  0.995,                0.94828,                0.35013,                0.18025,                0.84163,             2.9873e-05,             2.9873e-05,             2.9873e-05
                    499,                0.42247,                0.21347,                0.84618,                0.99909,                      1,                  0.995,                0.94906,                0.34697,                0.17969,                0.84102,             2.6572e-05,             2.6572e-05,             2.6572e-05
                    500,                0.41489,                0.21305,                 0.8779,                0.99909,                      1,                  0.995,                0.95008,                0.34571,                0.17929,                0.84092,             2.3271e-05,             2.3271e-05,             2.3271e-05
